Id,Category
1304,Anne Baxter
1305,Adele
1306,Barry Pepper
1307,Bill Rancic
1308,Anna Faris
1309,Barabara Palvin
1310,Amanda Bynes
1311,Bill Hader
1312,Adriana Lima
1313,Andy Garcia
1314,Amy Ryan
1315,Bella Hadid
1316,Bella Hadid
1317,Anna Paquin
1318,Armin Mueller-Stahl
1319,Audrey Tautou
1320,Barabara Palvin
1321,Akemi Darenogare
1322,Barbra Streisand
1323,Bill Murray
1324,Bill O Reilly
1325,Benicio Del Toro
1326,Anne Baxter
1327,bella thorne
1328,Andy Murray
1329,Anne Bancroft
1330,Andy Murray
1331,Amy Adams
1332,Aaron Taylor-Johnson
1333,Alexis Thorpe
1334,Ben Foster
1335,Alan Arkin
1336,Anna Faris
1337,AnnaSophia Robb
1338,AnnaSophia Robb
1339,Anna Friel
1340,Ava Gardner
1341,Alexandra Daddario
1342,Aaron Taylor-Johnson
1343,Bill Rancic
1344,Anna Kendrick
1345,Andy Serkis
1346,Betty White
1347,Andrew Lincoln
1348,Ben Stiller
1349,Alx James
1350,Bill Hader
1351,Audrey Hepburn
1352,Betty White
1353,Benicio Del Toro
1354,Alexander Skarsgard
1355,Anthony Perkins
1356,Bill Daley
1357,Bill Pullman
1358,Alessandra Ambrosio
1359,Bill Murray
1360,Annette Bening
1361,Anna Kendrick
1362,Andrew Luck
1363,Amanda Bynes
1364,Al Roker
1365,Ashley Greene
1366,Anjelica Huston
1367,Ashley Graham
1368,Audrey Tautou
1369,Albert Finney
1370,Anna Kendrick
1371,Angelina Jolie
1372,Anjelica Huston
1373,Annette Bening
1374,Aaron Judge
1375,Angelina Jolie
1376,Ben Johnson
1377,Al Pacino
1378,Alice Eve
1379,Anne Baxter
1380,bella thorne
1381,Andy Garcia
1382,Bill Murray
1383,AnnaSophia Robb
1384,Amber Heard
1385,Barabara Palvin
1386,Amber Heard
1387,Andie MacDowell
1388,Billy Bob Thornton
1389,Anderson Cooper
1390,Ben Johnson
1391,Adrien Brody
1392,Aaron Judge
1393,Bill Paxton
1394,Ashley Greene
1395,Annette Bening
1396,Analeigh Tipton
1397,Anne Baxter
1398,Bill Rancic
1399,Ben Foster
1400,Betty White
1401,Ashley Graham
1402,Ava Gardner
1403,Albert Brooks
1404,Alice Eve
1405,Anna Faris
1406,Arnold Schwarzenegger
1407,Ashton Kutcher
1408,Bill Murray
1409,Al Roker
1410,Ben Foster
1411,Bill Pullman
1412,Andrew Garfield
1413,Anthony Hopkins
1414,Andrew Luck
1415,Adrianne Palicki
1416,Bella Hadid
1417,Andy Serkis
1418,Adrien Brody
1419,Benedict Cumberbatch
1420,Adam Sandler
1421,Alan Arkin
1422,Anne Baxter
1423,Ben Stiller
1424,Andrew Garfield
1425,Andrew Lincoln
1426,Andie MacDowell
1427,Billy Bob Thornton
1428,Ben Stiller
1429,Anjelica Huston
1430,Analeigh Tipton
1431,Anthony Hopkins
1432,Beyonce Knowles
1433,Anna Sui
1434,Andy Samberg
1435,Bill Hader
1436,Benjamin Bratt
1437,Bella Hadid
1438,Andrew Garfield
1439,Bill Hader
1440,Adrianne Palicki
1441,AnnaSophia Robb
1442,Benicio Del Toro
1443,Ben Stiller
1444,Bill Pullman
1445,Bill Paxton
1446,Akemi Darenogare
1447,Adriana Lima
1448,Andy Garcia
1449,Alex Pettyfer
1450,Amy Schumer
1451,Albert Brooks
1452,Andreea Diaconu
1453,Akemi Darenogare
1454,Andy Serkis
1455,Alex Pettyfer
1456,Alexis Thorpe
1457,Ben Kingsley
1458,Andrew Luck
1459,Bernie Mac
1460,Aaron Paul
1461,Anthony Hopkins
1462,Ashley Judd
1463,Adriana Lima
1464,Beyonce Knowles
1465,Ben Johnson
1466,Al Pacino
1467,Benjamin Bratt
1468,Aaron Taylor-Johnson
1469,Armin Mueller-Stahl
1470,Amanda Crew
1471,Bill Pullman
1472,Beyonce Knowles
1473,Anna Paquin
1474,Abigail Breslin
1475,Adrianne Palicki
1476,Bella Hadid
1477,Amy Ryan
1478,Bella Hadid
1479,Alice Eve
1480,Al Roker
1481,Andreea Diaconu
1482,Abigail Breslin
1483,Andy Serkis
1484,Alessandra Ambrosio
1485,Al Pacino
1486,Alx James
1487,Albert Finney
1488,Beyonce Knowles
1489,Ben Johnson
1490,Andy Murray
1491,Alan Arkin
1492,Barry Pepper
1493,Al Roker
1494,Andy Serkis
1495,Amy Ryan
1496,Bill O Reilly
1497,Angela Bassett
1498,Alexandra Daddario
1499,Andrew Luck
1500,Bernie Mac
1501,Alexander Skarsgard
1502,Armin Mueller-Stahl
1503,Anne Bancroft
1504,Benedict Cumberbatch
1505,Bernie Mac
1506,Alx James
1507,Alessandra Ambrosio
1508,Bill Murray
1509,Al Pacino
1510,Andy Samberg
1511,Benicio Del Toro
1512,Ben Johnson
1513,Anthony Mackie
1514,Adam Sandler
1515,Barabara Palvin
1516,Andrew Luck
1517,Antonio Banderas
1518,Alexandra Daddario
1519,Bill Hader
1520,Bill Paxton
1521,Ben Stiller
1522,Ben Foster
1523,Alexis Thorpe
1524,Aaron Taylor-Johnson
1525,Aaron Judge
1526,Ali Larter
1527,Alan Arkin
1528,Ben Kingsley
1529,Alan Alda
1530,Ashley Graham
1531,Ben Foster
1532,Adrianne Palicki
1533,Andreea Diaconu
1534,Barbra Streisand
1535,Ashley Judd
1536,Analeigh Tipton
1537,Alex Pettyfer
1538,Aaron Judge
1539,Bill O Reilly
1540,Alan Alda
1541,Anne Hathaway
1542,Bill Pullman
1543,Ben Stiller
1544,Alexandra Daddario
1545,Arnold Schwarzenegger
1546,Beyonce Knowles
1547,Barbra Streisand
1548,Audrey Tautou
1549,Amber Heard
1550,Angelina Jolie
1551,Beyonce Knowles
1552,Ben Affleck
1553,Andy Samberg
1554,Ashton Kutcher
1555,Alex Pettyfer
1556,Audrey Tautou
1557,Angela Bassett
1558,Andreea Diaconu
1559,Ashley Greene
1560,Andy Serkis
1561,AnnaSophia Robb
1562,Amy Adams
1563,Ben Affleck
1564,Armin Mueller-Stahl
1565,Alex Pettyfer
1566,Ashley Graham
1567,Andy Serkis
1568,Amanda Crew
1569,Art Carney
1570,Beyonce Knowles
1571,Anderson Cooper
1572,Amy Ryan
1573,Ben Stiller
1574,Andrew Lincoln
1575,Aaron Judge
1576,Amy Ryan
1577,Ben Stiller
1578,Ashley Greene
1579,Ben Stiller
1580,Adrien Brody
1581,Alan Rickman
1582,Bill Pullman
1583,Amanda Seyfried
1584,Alan Rickman
1585,Ali Larter
1586,Bill Hader
1587,Andy Murray
1588,Adam Sandler
1589,Barabara Palvin
1590,Adriana Lima
1591,Anna Faris
1592,Anna Sui
1593,Ava Gardner
1594,Alan Rickman
1595,Ben Foster
1596,Albert Finney
1597,Alan Arkin
1598,Aaron Judge
1599,Amanda Bynes
1600,Aaron Judge
1601,Billy Bob Thornton
1602,Anne Hathaway
1603,Albert Brooks
1604,Anna Kendrick
1605,Andrew Lincoln
1606,Bill Pullman
1607,Bill Pullman
1608,Ben Stiller
1609,Ali Larter
1610,Anderson Cooper
1611,Andy Samberg
1612,Anthony Hopkins
1613,Alan Rickman
1614,Alicia Vikander
1615,Amy Schumer
1616,Beyonce Knowles
1617,Benicio Del Toro
1618,Bill Pullman
1619,Antonio Banderas
1620,Angela Bassett
1621,Adam Sandler
1622,Audrey Hepburn
1623,Anjelica Huston
1624,Billy Bob Thornton
1625,Alicia Vikander
1626,Bill Daley
1627,Adrien Brody
1628,Ali Larter
1629,Bill O Reilly
1630,Andy Serkis
1631,Antonio Banderas
1632,Amber Heard
1633,Andrew Lincoln
1634,Alice Eve
1635,Alicia Vikander
1636,Alan Arkin
1637,Bernie Mac
1638,Alexander Skarsgard
1639,Alan Rickman
1640,Anderson Cooper
1641,Bill Rancic
1642,Anna Kendrick
1643,Andy Samberg
1644,Beyonce Knowles
1645,Alan Alda
1646,Bill Daley
1647,Angela Bassett
1648,Bill O Reilly
1649,Ashley Graham
1650,Anna Paquin
1651,Al Pacino
1652,Ava Gardner
1653,Akemi Darenogare
1654,Alessandra Ambrosio
1655,Benedict Cumberbatch
1656,Andy Garcia
1657,Benedict Cumberbatch
1658,Adam Sandler
1659,Antonio Banderas
1660,Andrew Lincoln
1661,Benicio Del Toro
1662,Amy Adams
1663,Audrey Hepburn
1664,Andrew Lincoln
1665,Ben Affleck
1666,Ben Foster
1667,Al Roker
1668,Amanda Peet
1669,Audrey Tautou
1670,Ava Gardner
1671,Beyonce Knowles
1672,Armin Mueller-Stahl
1673,Ben Johnson
1674,Berenice Bejo
1675,Adriana Lima
1676,Andrew Lincoln
1677,Anna Kendrick
1678,Anne Bancroft
1679,Anna Kendrick
1680,Ben Stiller
1681,Ben Stiller
1682,Akemi Darenogare
1683,Adele
1684,Anna Friel
1685,Bill O Reilly
1686,Beyonce Knowles
1687,Anna Friel
1688,Aaron Taylor-Johnson
1689,Ben Stiller
1690,Alan Rickman
1691,Anna Kendrick
1692,Anthony Mackie
1693,Adriana Barraza
1694,Angela Bassett
1695,Andy Murray
1696,Anthony Hopkins
1697,Albert Brooks
1698,Ben Affleck
1699,Analeigh Tipton
1700,Alan Rickman
1701,Antonio Banderas
1702,Bill Hader
1703,Andrew Garfield
1704,Barabara Palvin
1705,Betty White
1706,Audrey Tautou
1707,Bill Daley
1708,Anna Kendrick
1709,Ben Johnson
1710,Amber Heard
1711,Anna Paquin
1712,Bill O Reilly
1713,Amy Adams
1714,Angela Bassett
1715,Adam Sandler
1716,Alexander Skarsgard
1717,Bill Daley
1718,Andie MacDowell
1719,Angelina Jolie
1720,Bill Paxton
1721,Amanda Bynes
1722,Audrey Tautou
1723,Ben Johnson
1724,Alx James
1725,Andrew Lincoln
1726,Bella Hadid
1727,Alex Pettyfer
1728,Amber Heard
1729,Anjelica Huston
1730,Abigail Breslin
1731,Bill Paxton
1732,Anna Sui
1733,Antonio Banderas
1734,Barbra Streisand
1735,Barabara Palvin
1736,Beyonce Knowles
1737,Angela Bassett
1738,Amy Ryan
1739,Adrianne Palicki
1740,Ben Kingsley
1741,Alexander Skarsgard
1742,Ben Johnson
1743,Aaron Taylor-Johnson
1744,Amanda Bynes
1745,Amy Ryan
1746,Ashley Judd
1747,Barbra Streisand
1748,Bernie Mac
1749,Alessandra Ambrosio
1750,Ashton Kutcher
1751,Anthony Perkins
1752,Analeigh Tipton
1753,Amber Heard
1754,Bernie Mac
1755,Anna Sui
1756,Aaron Paul
1757,Bernie Mac
1758,Ashton Kutcher
1759,Amy Ryan
1760,Betty White
1761,Albert Finney
1762,AnnaSophia Robb
1763,Andrew Garfield
1764,Alexander Skarsgard
1765,Ashley Greene
1766,Ben Kingsley
1767,Al Pacino
1768,bella thorne
1769,Bill Paxton
1770,Bill Daley
1771,Andrew Garfield
1772,Andy Serkis
1773,Alan Alda
1774,Barbra Streisand
1775,Billy Bob Thornton
1776,Aaron Taylor-Johnson
1777,Al Pacino
1778,Alessandra Ambrosio
1779,Annette Bening
1780,Anderson Cooper
1781,Billy Bob Thornton
1782,Alx James
1783,Andreea Diaconu
1784,Anna Kendrick
1785,Analeigh Tipton
1786,Anna Paquin
1787,Ben Foster
1788,Ali Larter
1789,Benedict Cumberbatch
1790,Alan Rickman
1791,Andie MacDowell
1792,Andrew Luck
1793,Bernie Mac
1794,Bernie Mac
1795,Angelina Jolie
1796,Barbra Streisand
1797,Ben Foster
1798,Amanda Peet
1799,Anna Sui
1800,Bill Paxton
1801,Ali Larter
1802,Alicia Vikander
1803,Benjamin Bratt
1804,Alex Pettyfer
1805,Albert Finney
1806,Anderson Cooper
1807,Benjamin Bratt
1808,Bill Murray
1809,Barry Pepper
1810,Art Carney
1811,Amy Adams
1812,Andy Murray
1813,Audrey Tautou
1814,Amber Heard
1815,Beyonce Knowles
1816,Alx James
1817,Albert Brooks
1818,Billy Bob Thornton
1819,Akemi Darenogare
1820,Ben Affleck
1821,Billy Bob Thornton
1822,Berenice Bejo
1823,Ashton Kutcher
1824,Adriana Barraza
1825,Ben Affleck
1826,Art Carney
1827,Alexander Skarsgard
1828,Alexander Skarsgard
1829,Anthony Hopkins
1830,Betty White
1831,Anjelica Huston
1832,Bella Hadid
1833,Bill Murray
1834,Andy Murray
1835,Ben Kingsley
1836,Analeigh Tipton
1837,Ben Foster
1838,Andy Samberg
1839,Akemi Darenogare
1840,Angela Bassett
1841,Andrew Luck
1842,Billy Bob Thornton
1843,Amy Schumer
1844,Adam Sandler
1845,Bill O Reilly
1846,Andie MacDowell
1847,Billy Bob Thornton
1848,Art Carney
1849,Alexander Skarsgard
1850,Alexandra Daddario
1851,Al Pacino
1852,Bill Paxton
1853,Andy Garcia
1854,Bill Paxton
1855,Adriana Lima
1856,Andy Samberg
1857,Adriana Lima
1858,Adrianne Palicki
1859,Armin Mueller-Stahl
1860,Albert Brooks
1861,Ben Kingsley
1862,Ben Affleck
1863,Alessandra Ambrosio
1864,Anthony Hopkins
1865,Ashley Greene
1866,Al Pacino
1867,Art Carney
1868,Adam Sandler
1869,Bernie Mac
1870,Adrien Brody
1871,Alex Pettyfer
1872,Aaron Paul
1873,Ashton Kutcher
1874,Anne Hathaway
1875,Angelina Jolie
1876,Analeigh Tipton
1877,Amber Heard
1878,Adriana Lima
1879,Ben Kingsley
1880,Art Carney
1881,Amy Adams
1882,Audrey Hepburn
1883,Andy Murray
1884,Adriana Barraza
1885,Andrew Luck
1886,Analeigh Tipton
1887,Alx James
1888,Ashley Greene
1889,Adriana Barraza
1890,Alexander Skarsgard
1891,Andie MacDowell
1892,Ben Kingsley
1893,Anthony Mackie
1894,Amanda Crew
1895,Audrey Tautou
1896,Billy Bob Thornton
1897,Andy Murray
1898,Amy Ryan
1899,Alexandra Daddario
1900,Alex Pettyfer
1901,Audrey Hepburn
1902,Bill Hader
1903,Amanda Seyfried
1904,Amy Adams
1905,Ashton Kutcher
1906,Amanda Crew
1907,Bella Hadid
1908,Amanda Bynes
1909,Amy Ryan
1910,Ben Johnson
1911,Analeigh Tipton
1912,Benedict Cumberbatch
1913,Alan Rickman
1914,Adriana Barraza
1915,Anne Hathaway
1916,Arnold Schwarzenegger
1917,Amber Heard
1918,Ben Johnson
1919,Andy Samberg
1920,Anna Kendrick
1921,Adriana Barraza
1922,Bernie Mac
1923,AnnaSophia Robb
1924,Alan Rickman
1925,Beyonce Knowles
1926,Ben Kingsley
1927,Anna Paquin
1928,Aaron Paul
1929,Alicia Vikander
1930,Anna Friel
1931,Alan Alda
1932,bella thorne
1933,Amanda Peet
1934,Betty White
1935,Anna Kendrick
1936,Bill Murray
1937,Alicia Vikander
1938,Aaron Judge
1939,Anna Paquin
1940,Anna Friel
1941,Armin Mueller-Stahl
1942,Alessandra Ambrosio
1943,Amy Ryan
1944,Beyonce Knowles
1945,Amber Heard
1946,Ashton Kutcher
1947,Aaron Paul
1948,Bill Pullman
1949,Andie MacDowell
1950,Bill O Reilly
1951,Alan Alda
1952,Amy Schumer
1953,Adam Sandler
1954,Amanda Crew
1955,Alex Pettyfer
1956,Adam Sandler
1957,Anna Kendrick
1958,Betty White
1959,Abigail Breslin
1960,Aaron Taylor-Johnson
1961,Amanda Crew
1962,Audrey Tautou
1963,Alicia Vikander
1964,Anna Kendrick
1965,Bill Paxton
1966,Ali Larter
1967,Al Pacino
1968,Bette Midler
1969,Audrey Tautou
1970,Barbra Streisand
1971,Barabara Palvin
1972,Angelina Jolie
1973,Barbra Streisand
1974,Andy Samberg
1975,Andrew Lincoln
1976,Andy Samberg
1977,Bette Midler
1978,Antonio Banderas
1979,Barbra Streisand
1980,Angela Bassett
1981,Anjelica Huston
1982,Alex Pettyfer
1983,Anna Friel
1984,Albert Finney
1985,Adriana Barraza
1986,Ashton Kutcher
1987,Amy Adams
1988,Ashton Kutcher
1989,Amber Heard
1990,Amanda Peet
1991,Anthony Perkins
1992,Art Carney
1993,Armin Mueller-Stahl
1994,Albert Finney
1995,Alexis Thorpe
1996,Anna Sui
1997,Bill Murray
1998,Armin Mueller-Stahl
1999,Benedict Cumberbatch
2000,Andreea Diaconu
2001,Benjamin Bratt
2002,Alexandra Daddario
2003,Ali Larter
2004,Andrew Garfield
2005,Ben Kingsley
2006,Alx James
2007,Annette Bening
2008,Art Carney
2009,Beyonce Knowles
2010,Ben Johnson
2011,Adriana Barraza
2012,Bill Murray
2013,Bella Hadid
2014,bella thorne
2015,Alan Alda
2016,Anthony Hopkins
2017,Albert Brooks
2018,Alicia Vikander
2019,Angela Bassett
2020,Adele
2021,Bill Murray
2022,Bette Midler
2023,Al Pacino
2024,Anne Bancroft
2025,Bernie Mac
2026,Anna Friel
2027,Audrey Hepburn
2028,Anjelica Huston
2029,Benicio Del Toro
2030,Amanda Seyfried
2031,Amy Adams
2032,Adrianne Palicki
2033,Amy Adams
2034,Bill O Reilly
2035,Bill Pullman
2036,Ben Stiller
2037,Audrey Tautou
2038,Betty White
2039,Billy Bob Thornton
2040,Betty White
2041,Adam Sandler
2042,Barbra Streisand
2043,Andrew Luck
2044,Anjelica Huston
2045,Amanda Peet
2046,Alexandra Daddario
2047,Audrey Tautou
2048,Adrien Brody
2049,Alec Baldwin
2050,Armin Mueller-Stahl
2051,Analeigh Tipton
2052,Alexis Thorpe
2053,Ashley Graham
2054,Anne Baxter
2055,Bill Daley
2056,AnnaSophia Robb
2057,Andy Samberg
2058,Bill Pullman
2059,Alexis Thorpe
2060,Anne Hathaway
2061,Amanda Crew
2062,Art Carney
2063,Alice Eve
2064,Amy Ryan
2065,Alexander Skarsgard
2066,Beyonce Knowles
2067,Anna Kendrick
2068,Adam Sandler
2069,Amanda Crew
2070,Andie MacDowell
2071,Bernie Mac
2072,Andie MacDowell
2073,Alexander Skarsgard
2074,Angela Bassett
2075,Bill Daley
2076,Adele
2077,Bill Murray
2078,Anne Baxter
2079,Ben Affleck
2080,Alexis Thorpe
2081,Al Pacino
2082,Angela Bassett
2083,Bill Murray
2084,Ben Foster
2085,Andy Garcia
2086,Aaron Judge
2087,Andy Garcia
2088,Akemi Darenogare
2089,Alexander Skarsgard
2090,Anna Paquin
2091,Aaron Judge
2092,Andrew Garfield
2093,Amber Heard
2094,Bill O Reilly
2095,Bill O Reilly
2096,Angela Bassett
2097,Anna Faris
2098,Antonio Banderas
2099,Anthony Perkins
2100,Ben Kingsley
2101,Anne Bancroft
2102,Bill Pullman
2103,Andie MacDowell
2104,Amanda Crew
2105,Anna Kendrick
2106,Al Roker
2107,Angela Bassett
2108,Anna Paquin
2109,Audrey Tautou
2110,Analeigh Tipton
2111,Billy Bob Thornton
2112,Alessandra Ambrosio
2113,Audrey Tautou
2114,Anthony Perkins
2115,Ben Johnson
2116,Benicio Del Toro
2117,Adam Sandler
2118,Aaron Taylor-Johnson
2119,Amber Heard
2120,Amanda Seyfried
2121,Arnold Schwarzenegger
2122,Benedict Cumberbatch
2123,Andy Murray
2124,Benicio Del Toro
2125,Alessandra Ambrosio
2126,Aaron Judge
2127,Bill Rancic
2128,Anjelica Huston
2129,Arnold Schwarzenegger
2130,Ben Stiller
2131,Benicio Del Toro
2132,Annette Bening
2133,Andrew Lincoln
2134,Anne Baxter
2135,Albert Finney
2136,Anna Faris
2137,Ben Foster
2138,Bill Paxton
2139,Arnold Schwarzenegger
2140,Aaron Paul
2141,Bill Daley
2142,Andy Garcia
2143,Adriana Lima
2144,Aaron Paul
2145,Aaron Paul
2146,Anna Kendrick
2147,Ashton Kutcher
2148,Bernie Mac
2149,Barbra Streisand
2150,Alicia Vikander
2151,Arnold Schwarzenegger
2152,Adrien Brody
2153,Andy Serkis
2154,Adrianne Palicki
2155,Alicia Vikander
2156,Barbra Streisand
2157,Amanda Crew
2158,Ashley Greene
2159,Bill Murray
2160,Bill Pullman
2161,Amy Schumer
2162,Al Pacino
2163,Bill Daley
2164,Alan Alda
2165,Adrianne Palicki
2166,Audrey Hepburn
2167,Analeigh Tipton
2168,Bill Hader
2169,Alec Baldwin
2170,Andy Murray
2171,Anjelica Huston
2172,Amy Schumer
2173,Albert Brooks
2174,Alan Rickman
2175,Adam Sandler
2176,Analeigh Tipton
2177,Ashley Judd
2178,Arnold Schwarzenegger
2179,Ben Stiller
2180,Aaron Paul
2181,Abigail Breslin
2182,Ben Affleck
2183,Barry Pepper
2184,Anna Paquin
2185,Adriana Barraza
2186,Alice Eve
2187,Alexis Thorpe
2188,Adele
2189,Anthony Hopkins
2190,Barbra Streisand
2191,Amanda Peet
2192,Antonio Banderas
2193,Bill Paxton
2194,Alessandra Ambrosio
2195,Ali Larter
2196,Armin Mueller-Stahl
2197,Anna Sui
2198,Analeigh Tipton
2199,Ava Gardner
2200,Amy Ryan
2201,Angelina Jolie
2202,Art Carney
2203,Angela Bassett
2204,Angelina Jolie
2205,AnnaSophia Robb
2206,Anne Hathaway
2207,Anne Hathaway
2208,Bernie Mac
2209,Adele
2210,Bill O Reilly
2211,Armin Mueller-Stahl
2212,Ashley Greene
2213,AnnaSophia Robb
2214,Art Carney
2215,Akemi Darenogare
2216,Anna Paquin
2217,Beyonce Knowles
2218,Bill Murray
2219,Ashley Graham
2220,Anna Friel
2221,Andrew Lincoln
2222,Bette Midler
2223,Adriana Barraza
2224,Ashton Kutcher
2225,Alx James
2226,Andrew Luck
2227,Anna Friel
2228,Andrew Lincoln
2229,Andrew Luck
2230,Andrew Garfield
2231,Al Pacino
2232,Barry Pepper
2233,Alessandra Ambrosio
2234,Albert Finney
2235,Adam Sandler
2236,Ava Gardner
2237,Andy Serkis
2238,Audrey Hepburn
2239,Alan Arkin
2240,Adriana Barraza
2241,Anna Faris
2242,Billy Bob Thornton
2243,Annette Bening
2244,Ben Kingsley
2245,Ben Kingsley
2246,Barbra Streisand
2247,Andrew Garfield
2248,Benicio Del Toro
2249,Andrew Luck
2250,Ashley Graham
2251,Al Roker
2252,Anne Hathaway
2253,Alessandra Ambrosio
2254,Albert Finney
2255,Bill Rancic
2256,Andreea Diaconu
2257,Andy Samberg
2258,Anthony Mackie
2259,Aaron Judge
2260,Anna Sui
2261,Barry Pepper
2262,Alexis Thorpe
2263,Andrew Luck
2264,Anna Paquin
2265,Anne Baxter
2266,Amber Heard
2267,Ben Affleck
2268,Arnold Schwarzenegger
2269,Annette Bening
2270,Al Pacino
2271,Analeigh Tipton
2272,Ali Larter
2273,Alan Rickman
2274,Beyonce Knowles
2275,Alexandra Daddario
2276,Alexis Thorpe
2277,Adele
2278,Ashley Graham
2279,Albert Finney
2280,Armin Mueller-Stahl
2281,Bill Hader
2282,Adam Sandler
2283,Alan Rickman
2284,Bill Daley
2285,Anthony Hopkins
2286,Ava Gardner
2287,Antonio Banderas
2288,Barabara Palvin
2289,Art Carney
2290,Audrey Tautou
2291,Amanda Bynes
2292,Analeigh Tipton
2293,Amber Heard
2294,Andreea Diaconu
2295,Barry Pepper
2296,Aaron Taylor-Johnson
2297,Amanda Seyfried
2298,Beyonce Knowles
2299,Abigail Breslin
2300,Art Carney
2301,Bill Murray
2302,Aaron Paul
2303,Alexandra Daddario
2304,Ben Kingsley
2305,Alexandra Daddario
2306,Ashton Kutcher
2307,Arnold Schwarzenegger
2308,Alice Eve
2309,Berenice Bejo
2310,Amber Heard
2311,Adriana Lima
2312,Adrien Brody
2313,Annette Bening
2314,Alexis Thorpe
2315,Anderson Cooper
2316,Ali Larter
2317,Abigail Breslin
2318,Annette Bening
2319,Anna Faris
2320,Ben Foster
2321,Adriana Barraza
2322,Al Pacino
2323,Bill Pullman
2324,Benjamin Bratt
2325,Betty White
2326,Andy Samberg
2327,Barry Pepper
2328,Andy Serkis
2329,Adele
2330,Betty White
2331,Bill Murray
2332,Alexandra Daddario
2333,Bill Paxton
2334,Alicia Vikander
2335,Angela Bassett
2336,Abigail Breslin
2337,Anne Hathaway
2338,Beyonce Knowles
2339,Anthony Hopkins
2340,Ava Gardner
2341,Andrew Luck
2342,Anne Hathaway
2343,Al Pacino
2344,Alexander Skarsgard
2345,Alessandra Ambrosio
2346,Antonio Banderas
2347,Ben Kingsley
2348,Annette Bening
2349,Ava Gardner
2350,Ali Larter
2351,Adriana Barraza
2352,Adam Sandler
2353,Alan Arkin
2354,Benjamin Bratt
2355,Bill Pullman
2356,Barabara Palvin
2357,Anna Sui
2358,Ashley Greene
2359,Anna Sui
2360,Amy Ryan
2361,Anna Sui
2362,Amanda Peet
2363,Benjamin Bratt
2364,Adrien Brody
2365,Adrien Brody
2366,Abigail Breslin
2367,Andy Murray
2368,Andy Serkis
2369,Albert Brooks
2370,Amanda Bynes
2371,Benedict Cumberbatch
2372,Ben Affleck
2373,Anna Paquin
2374,Amanda Bynes
2375,Anderson Cooper
2376,Al Pacino
2377,Bette Midler
2378,Bill Paxton
2379,Analeigh Tipton
2380,Amanda Seyfried
2381,Anthony Perkins
2382,Abigail Breslin
2383,Aaron Taylor-Johnson
2384,Andrew Luck
2385,Ashley Greene
2386,Annette Bening
2387,Anthony Hopkins
2388,Bill Daley
2389,Andrew Luck
2390,Betty White
2391,Analeigh Tipton
2392,Abigail Breslin
2393,Andrew Luck
2394,Amanda Bynes
2395,Andrew Lincoln
2396,Amanda Peet
2397,Alexis Thorpe
2398,Alan Rickman
2399,Bill Murray
2400,Alex Pettyfer
2401,Bernie Mac
2402,Andy Samberg
2403,Anne Baxter
2404,Bill O Reilly
2405,Bill O Reilly
2406,Anjelica Huston
2407,Alex Pettyfer
2408,Alan Rickman
2409,Beyonce Knowles
2410,AnnaSophia Robb
2411,Analeigh Tipton
2412,Ashley Judd
2413,Amber Heard
2414,Anna Friel
2415,Audrey Hepburn
2416,Betty White
2417,Abigail Breslin
2418,Art Carney
2419,Al Roker
2420,Amy Schumer
2421,Audrey Hepburn
2422,Anne Bancroft
2423,Ashley Greene
2424,Anne Hathaway
2425,Bernie Mac
2426,Bernie Mac
2427,Bill Rancic
2428,Ben Kingsley
2429,Bette Midler
2430,Arnold Schwarzenegger
2431,Bill Murray
2432,Benjamin Bratt
2433,Arnold Schwarzenegger
2434,Alan Rickman
2435,Akemi Darenogare
2436,Alice Eve
2437,Alexander Skarsgard
2438,Aaron Judge
2439,Arnold Schwarzenegger
2440,Abigail Breslin
2441,Andreea Diaconu
2442,Alexander Skarsgard
2443,Abigail Breslin
2444,Anthony Perkins
2445,Beyonce Knowles
2446,Andy Serkis
2447,Barabara Palvin
2448,Andrew Luck
2449,Arnold Schwarzenegger
2450,Ben Affleck
2451,Benedict Cumberbatch
2452,Amanda Seyfried
2453,Angela Bassett
2454,Benedict Cumberbatch
2455,Amanda Bynes
2456,Art Carney
2457,Al Pacino
2458,Andy Samberg
2459,Alex Pettyfer
2460,Andrew Luck
2461,Albert Finney
2462,Anna Faris
2463,Art Carney
2464,Anna Friel
2465,Ava Gardner
2466,Andreea Diaconu
2467,Anthony Hopkins
2468,Bill Murray
2469,Adam Sandler
2470,Benicio Del Toro
2471,Anthony Perkins
2472,Andrew Lincoln
2473,Andy Murray
2474,Bill O Reilly
2475,Barabara Palvin
2476,Angelina Jolie
2477,Abigail Breslin
2478,Barabara Palvin
2479,Amy Ryan
2480,Bill Pullman
2481,Barry Pepper
2482,Andy Serkis
2483,Anjelica Huston
2484,Art Carney
2485,Andy Serkis
2486,Benedict Cumberbatch
2487,Barbra Streisand
2488,Benjamin Bratt
2489,Berenice Bejo
2490,Alexander Skarsgard
2491,Ashley Graham
2492,Amanda Peet
2493,Andy Samberg
2494,Andrew Luck
2495,Barabara Palvin
2496,Amanda Bynes
2497,Anne Baxter
2498,Adrianne Palicki
2499,Barabara Palvin
2500,Barbra Streisand
2501,Ali Larter
2502,Andrew Lincoln
2503,Anna Paquin
2504,Angelina Jolie
2505,Aaron Taylor-Johnson
2506,Alex Pettyfer
2507,Amanda Crew
2508,Amanda Bynes
2509,Andreea Diaconu
2510,Anna Friel
